ID,Name,NetWorth_Billions,x,y,z,vx,vy,vz,industries,connections,hue color value
2981,Grigory Anikeev,1.107514057,0.74125975,1.5389849,0.2780044,-0.004370183545851903,-0.00204941967524744,0.0,food/beverages,3240,0.431557
2982,Michael Kum,1.107514057,1.622085,0.5411443,-0.6893606,-0.007776583042053358,0.01274448952688497,0.0,Hotels,3298/1411/3033/2849/3027,0.506061
2983,Lauren Leichtman,1.107514057,-1.4718187,1.3875097,0.67337173,-0.024327661617744478,0.009811578138715367,0.0,investment/finance,303/336/1358/1655/2984/1830/335/2874,1.5244248
2984,Arthur Levine,1.107514057,-1.8795805,0.891872,-0.2817008,0.01615747879230809,-0.02203715773107256,0.0,investment/finance,303/336/334/1655/1830/2983/335/2874,1.5244248
2985,Vera Rechulski Santo Domingo,1.107514057,0.0091845095,0.957992,0.9513183,-0.012527150741841301,0.01151435667529885,0.0,Beer,1065/1990/921,1.2409092
2986,Michael Tojner,1.107514057,0.18740702,0.4439222,0.331406,0.0,0.0,0.0,batteries/energy storage/investment/finance,,0.76219267
2987,Joe Kiani,1.107514057,-1.1259935,0.35283977,-0.12940463,0.007808121867032749,-0.023964836207436405,0.0,healthcare/pharmaceuticals,341/329/1096/860/576,1.4115231
2988,Xu Wanmao,1.107514057,1.367784,1.0882624,-0.5070936,0.0010318949647152504,0.017946994165959136,-0.0,Education,1615/2377/2127/1083/1878,0.5171018
2989,Zan Shengda,1.107514057,0.6513919,0.4524337,-0.194044,-0.03436598307046553,-0.007159711444226834,0.0,Diversified,36/20,0.8902763
2990,Patokh Chodiev,1.107514057,0.3992458,0.6687621,-0.116716005,-0.0015685624962367144,0.021749482566972938,0.0,social media/advertising/ai/mining/materials,791/786/787/705,1.3075284
2991,Ruben Vardanyan & family,1.107514057,-1.2849699,1.2258458,-0.11862978,-0.018084961688111474,-0.02271813473794921,0.0,finance/investment,259/61/3339/1286/2686/410,0.6704873
2992,Ron Shaich,1.107514057,-1.044107,0.46005327,0.19978245,0.0012390049344792892,-0.011689532625015417,0.0,food/beverages,1177/3332,0.431557
2993,Mohammed Ibrahim,1.107514057,-1.6163294,0.76743007,-0.25927585,0.0,0.0,0.0,Communications,,1.523757
2994,Huang Yimeng,1.107514057,2.1257322,0.62366414,-0.6777878,0.008939856826197681,0.009731556706724752,-0.0,mobile games,694,1.8972101
2995,Yu Jinkun & family,1.107514057,0.61451566,0.22967306,-0.34285387,0.0,0.0,0.0,transportation equipment,,0.87944686
2996,James Jannard,1.107514057,-0.51009876,0.7872348,-0.16878499,0.00537489919693142,0.013665259670699165,-0.0,Sunglasses,498,1.0945464
2997,Kim Taek-jin,1.022320668,1.6293201,0.6432763,-1.3431329,0.033013573088661666,-0.0015267130765547624,0.0,Online games,1335/39/53/1784/206,0.5171643
2998,Holger Timm,1.022320668,0.56743085,1.1391671,0.79366183,-0.011793835414989347,0.015744219764059087,0.0,finance,498/414,1.5244248
2999,Derek Stevens,1.022320668,-1.0543889,1.0360235,-0.86988235,-0.0008029354233960852,-0.026651361356503447,0.0,gambling/entertainment,2045/2364/58/990,1.8096282
3000,Lim Kaling,1.022320668,1.807979,0.025769847,-0.97304916,-0.0018329199159878773,0.02182262854612348,0.0,Gaming hardware,1534/2461/2473/178,0.633108
3001,Nancy Lerner,1.022320668,-0.47470734,0.7551465,0.08331553,-0.01069700131252764,0.010059971480738677,0.0,finance,1530/3017/3015/1732,1.5244248
3002,Ben Francis,1.022320668,0.21319608,1.973991,0.6238596,0.0,0.0,0.0,Fitness clothing,,1.3348804
3003,David Feffer,1.022320668,-1.4100379,-0.002638936,1.8580639,-0.002107343773238551,-0.012053109911889945,0.0,Pulp and paper,3095/3153/2675/3118,1.3057483
3004,Benjamin Zhengmin Pan & family,1.022320668,1.7173967,0.85659987,-0.45109883,-0.0222858447877529,0.015260161953738628,0.0,Electronics,184/2455/187/225,0.9184684
3005,Zhou Wen & family,1.022320668,0.71576697,0.6320824,-0.08668232,-0.02517801800585226,-0.002696145688149231,0.0,Chemicals,1319/123/1881/972/2735/1212,1.6866118
3006,Jorge Gallardo Ballart,1.022320668,0.05393932,0.7112794,0.5243019,-0.01950789240394006,-0.021285469621744667,0.0,healthcare/pharmaceuticals,2894/1128/94/497/2229/139,1.4115231
3007,Clemens Toennies,1.022320668,0.2183016,1.9002347,0.86443835,-0.006727800408555419,0.016319075355324203,0.0,Meat processing,3342/1221/3008/660,1.1193657
3008,Robert Toennies,1.022320668,1.6669044,0.13795775,-1.5272406,0.008002746225129049,0.01573313610334224,-0.0,Meat processing,3007/3342/1221/660,1.1193657
3009,Philip & family Hager,1.022320668,0.18872741,0.77855796,0.8005196,0.0,0.0,0.0,Electrical products,,1.2373902
3010,Daniel Hager,1.022320668,0.26550597,0.7247295,0.8356026,0.005649312097600751,0.01194610852256979,-0.0,Electrical products,3012/3013/3020/3014/3009,1.2373902
3011,Qian Ying,1.022320668,-0.16903569,0.71030986,0.9440388,-0.005126718596141063,-0.02072850486199317,0.0,Pig breeding,2884/141,0.9504819
3012,Dorle Hager,1.022320668,0.0719846,0.915473,0.6579563,-0.012445622731069623,-0.004441926479017398,0.0,Electrical products,3010/3013/3020/3014/3009,1.2373902
3013,Evi Hager,1.022320668,0.27201307,1.0058435,0.51404047,-0.010568905890550363,0.00793236813857014,0.0,Electrical products,3010/3012/3020/3014/3009,1.2373902
3014,Peter Hager,1.022320668,-0.02064535,0.8402181,0.7626553,-0.0040986347747211825,-0.012562859108998996,0.0,Electrical products,3010/3012/3013/3020/3009,1.2373902
3015,Randolph Lerner,1.022320668,-0.6293283,0.59213,0.021895774,0.02147576958424559,-0.0006422818007076449,0.0,finance,1406/1017/326/3017/1732,1.5244248
3016,Liu Jianjun,1.022320668,0.5614579,0.47814602,0.13210678,-0.014991111240675422,-0.02389968974278286,0.0,mining/materials,129/1050/95/1118,0.8420775
3017,Norma Lerner,1.022320668,-0.5982534,0.653396,-0.13990188,-0.012499486268202452,0.0036020007071150984,0.0,finance,1274/3001/3015,1.5244248
3018,Su Qingcan,1.022320668,1.0253007,0.3587342,-0.59964156,-0.0005100432572939242,0.012676886913660966,0.0,healthcare,2053/1238,2.0075605
3019,Boris Nuraliev,1.022320668,0.8524338,1.6036744,0.6159732,-0.021566862312997474,0.003802257492174484,0.0,software/cloud,470/2847/1015/509/2851,1.5939332
3020,Isabel-Ulrike Hager,1.022320668,-0.090042286,0.5117621,1.0481042,0.010725641548314183,-0.007719122319680479,0.0,Electrical products,3010/3012/3013/3014/3009,1.2373902
3021,Cheah Cheng Hye,1.022320668,0.79974395,0.2129066,-0.5580332,0.008012414001599428,0.02738301846334701,-0.0,investment/finance,406/1142/1420/49/2553,1.5244248
3022,Kazim Turker,1.022320668,0.5113488,0.84379506,1.4850384,0.0,0.0,0.0,energy/oil and gas,,1.2296851
3023,Simona Giorgetta,1.022320668,0.6755069,1.2890748,0.95939493,-0.0076666740492057645,0.0026987437341091003,0.0,Chemical products,3148/3147,2.0454972
3024,Zhao Dongping,1.022320668,0.6434216,0.7306497,-0.54249287,-0.005812641221247557,-0.013393710094331253,0.0,technology,3358/2147/941,1.8152936
3025,J. Christopher Flowers,1.022320668,-0.94834137,0.27788806,0.051410876,0.010818819814252647,-0.026400409393109114,0.0,investment/finance,406/1142/1420/49/2553,1.5244248
3026,Nicholas Woodman,1.022320668,-0.6318059,0.58102137,-0.029859573,0.02369240176659718,0.01190859595112318,-0.0,GoPro,401/1546/73,1.4912239
3027,William Heinecke,1.022320668,1.6525699,0.18506816,-0.7292695,-0.009902606482479199,-0.005317825240021895,0.0,Hotels,1411/2982,0.506061
3028,Kim Hyoung-nyon,1.022320668,-0.0055038324,0.6951863,0.59610516,-0.024892157527830416,-0.006316777774703476,0.0,Fintech,228/3348/2143/150/3347/1770,1.8876406
3029,Tony Townley,1.022320668,-0.2751916,0.8332293,0.62372124,-0.012361567395150057,0.02255225840092659,0.0,food/beverages,636/1609/635/122/3386,0.431557
3030,Pat Neal,1.022320668,-0.57952416,0.45338717,0.34065545,-0.005052535036258606,-0.019596567494243516,0.0,Homebuilding,1963/2236/1653/639/1874/1870,0.89451563
3031,Oleg Misevra,1.022320668,0.23750937,0.6565088,0.52599245,-0.018445241364043647,-0.019073263890351164,0.0,mining/materials,113/175/1431,0.8420775
3032,Shin Chang-jae,1.022320668,0.9773239,0.7590222,-0.6280558,0.004869288693986758,0.021092683874840857,-0.0,Insurance,390/579/988/2618,2.050591
3033,Gary Tharaldson,1.022320668,-1.4564183,1.0206617,-0.22126848,-0.004568475115371115,-0.014297615929986702,0.0,Hotels,3298/1411/2982/2849/3027,0.506061
3034,Farhad Ebrahimi,1.022320668,-0.68671787,0.47046804,-0.21703026,0.016442668172953315,0.026139065090647826,-0.0,Solar panels,108/2617/1553/37/2621,1.2143617
3035,Marina Caprotti,1.022320668,0.1874719,1.0907065,1.3005737,-0.011747990145475153,0.0221192791321333,0.0,retail,293/2003/3036/159/1380,0.59320146
3036,Giuliana Caprotti,1.022320668,0.5590062,0.96769243,1.367126,-0.002687079351853582,0.024900951514756443,0.0,retail,293/2003/159/1380/3035,0.59320146
3037,Shen Jinhua,1.022320668,1.7238419,0.55551255,-0.6017615,0.02175976819391667,0.023726703184222524,-0.0,e-commerce/retail,65/86/234/685/699/443,0.59320146
3038,Peter Kamprad,1.022320668,0.8134523,0.38442975,-0.30775592,0.00046259922138813255,0.00811462326171273,-0.0,furniture/retail,3040/3039,0.59320146
3039,Mathias Kamprad,1.022320668,-0.8390151,0.52628666,-0.14459069,-0.0011521365350989562,-0.008045724959483042,0.0,furniture/retail,3040/3038,0.59320146
3040,Jonas Kamprad,1.022320668,-0.8328465,0.43062922,0.4815097,0.00024498163245751677,-0.008124105656557938,0.0,furniture/retail,3039/3038,0.59320146
3041,He Yamin & family,1.022320668,1.5052537,1.6817915,-0.1796745,-0.02558593711520702,-0.0003494278494107287,0.0,Manufacturing,312/1890/920/533/1848/302,0.6835843
3042,Emre Tezmen,1.022320668,1.3240197,0.74912596,0.15808746,0.0006710492053594243,0.01966023150267647,-0.0,finance,498/414,1.5244248
3043,Gao Yi & family,1.022320668,0.63360935,0.540428,-0.10422066,-0.030396087666655223,0.005499865616701493,0.0,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
3044,Daniel Dines,1.022320668,-1.8382441,0.87390244,-0.07639247,-0.012248832029084077,-0.018153589892576948,0.0,software/cloud,470/2847/1015/509/2851,1.5939332
3045,Maxim Tebar,1.022320668,-0.103385,0.43219182,0.48090327,-0.008255984317595796,0.007627555530959132,0.0,ai/software,3206/1356,1.2647958
3046,Madeleine Olsson Eriksson,1.022320668,0.14307347,1.0489058,1.288347,-0.030635000461424103,-0.01780095876317695,0.0,diversified,1094/36/20/1593,1.7261925
3047,J.K. Rowling,1.022320668,0.7231301,0.5137381,-0.7252848,0.0,0.0,0.0,Books,,1.220076
3048,Fredrik Österberg,1.022320668,0.40914035,0.9218015,0.2985324,-0.002674262131830216,0.019273865545342203,0.0,gambling/entertainment,800/3165/1154/801,1.8096282
3049,Lin Zhixiong & family,1.022320668,0.9099828,0.6945237,-0.13172156,0.002687106620584205,0.0245058790042182,-0.0,healthcare/pharmaceuticals,341/329/3156/860/576,1.4115231
3050,Neerja Sethi,1.022320668,0.4274831,0.1832202,-0.40286988,0.009105936614836866,0.02024954377967928,-0.0,IT consulting,2445/2574/279/408,1.9821371
3051,Alexander Mamut & family,1.022320668,0.46267405,0.8456424,-0.08878522,-0.011042026367772607,0.026468589826438158,0.0,investment/finance,3021/406/1142/1420/49/2553,1.5244248
3052,Sheila Johnson,1.022320668,1.1137023,0.18718803,0.6089825,0.010356432028545248,0.03785564822560586,-0.0,media/entertainment,4/2203/3396/198,1.8096282
3053,John Lim,1.022320668,1.4366484,-0.051713932,-0.050114363,0.012953914151115778,0.007737638410010608,-0.0,real estate,2477/1111/1648,1.6829958
3054,Lim Wee Chai,1.022320668,1.0021831,0.056759357,-0.05631444,0.0031268158866100903,-0.00793120036725683,0.0,Rubber gloves,1648,0.509897
3055,Sarah Humphreys Atkins & family,1.022320668,-1.3023088,0.6584248,0.16310753,0.0039552016453991415,-0.0032843351519224032,0.0,Residential roofing,3056,0.5753751
3056,David Humphreys & family,1.022320668,-1.2641504,0.70437753,0.0043139085,-0.0039552016453991415,0.0032843351519224032,0.0,Residential roofing,3055,0.5753751
3057,Kate MacMillan Reed,1.022320668,-1.5002923,1.1799574,0.7701714,-0.01185147294947486,0.01856136189297686,0.0,Cargill,3061/671/751/344,0.439058
3058,Sandra MacMillan,1.022320668,-1.8651528,0.5043494,0.6426927,0.020406829245255272,-0.008279063144413273,0.0,Cargill,3061/671/751/344,0.439058
3059,Andrew MacMillan,1.022320668,-1.7769288,0.87848544,0.074600324,0.01812264393301626,-0.012512047924752242,0.0,Cargill,3061/671/751/344,0.439058
3060,David MacMillan,1.022320668,-1.5386689,1.4007175,-0.022596508,-0.02119914783365562,0.005964704311279987,0.0,Cargill,3061/671/751/344,0.439058
3061,Christopher MacMillan,1.022320668,-1.7739062,0.6996982,0.6246289,0.009735645684960595,-0.012927426577420159,0.0,Cargill,3059/3065/3062/3060/3064/3063/3057/3058,0.439058
3062,Daniel MacMillan,1.022320668,-1.6898221,1.0388517,0.119219884,0.015068085533925328,-0.01606033513773913,0.0,Cargill,3061/671/751/344,0.439058
3063,John H. MacMillan IV IV,1.022320668,-1.386786,1.3768051,-0.4474925,-0.016713487144749517,0.014340185279712411,0.0,Cargill,3061/671/751/344,0.439058
3064,Donald MacMillan,1.022320668,0.38856608,1.1500628,1.6212,-0.0005289083146033643,0.0220159447307839,0.0,Cargill,3061/671/751/344,0.439058
3065,Anne Pedrero,1.022320668,-0.31742904,1.460873,1.3367138,-0.0058417209244236235,0.021233366738116193,0.0,Cargill,3061/671/751/344,0.439058
3066,Danilo Iervolino,1.022320668,1.0463414,1.4279629,1.3821824,0.0,0.0,0.0,Online universities,,0.96793675
3067,Subbamma Jasti,1.022320668,0.7650278,0.2536456,0.074539006,-0.003298825327781396,0.02948905867478424,0.0,healthcare/pharmaceuticals,1128/94/337/455/139,1.4115231
3068,Manny Stul,1.022320668,0.60126764,-1.8956734,-1.2688427,0.017161799607370996,-0.006169159617498174,0.0,Toys,230,1.1704957
3069,Zhang Xin,1.022320668,1.0393403,1.0793691,0.003017664,-0.02669369887304938,-0.0009795935209427537,0.0,real estate,114/1111/3160/186,1.6829958
3070,Jean-Marc Chapus,1.022320668,-1.1901748,0.80026317,0.31014302,-9.986998123691927e-05,-0.020429064137152734,0.0,finance,498/414/2250,1.5244248
3071,Colette Kress,1.022320668,0.7209083,0.5993917,0.5594473,0.00756122193080286,0.03744416953104998,-0.0,semiconductors/ai/hardware,3338/3276/6/3186/260/236,0.7535922
3072,Bastian Nominacher,1.022320668,-0.1014438,0.7994549,0.65895057,-0.00428271675371536,0.006662923322403654,0.0,software/cloud,3252/3101,1.5939332
3073,James Truchard,1.022320668,-0.8425709,0.9220034,0.29224485,-0.016998253110930013,-0.013807465489413544,0.0,software/cloud,470/2847/1015/509/2851,1.5939332
3074,Christian Angermayer,1.022320668,-0.7896937,0.58219266,-0.005657904,-0.0028811812636225713,-0.028534389571759917,0.0,investment/finance,3021/406/1142/1420/49/2553,1.5244248
3075,Hua Shen,1.022320668,0.8827319,0.47305727,-0.95670134,0.010893994227843604,0.03797787583535764,-0.0,semiconductors/hardware,656/50/6/454/1577/316/1042,1.2610606
3076,Axel Oberwelland & family,1.022320668,0.37245792,1.1610788,0.87811285,-0.008118807400611435,0.015419624192278882,0.0,Candy,1309/1144/2334/1597,0.37512416
3077,Saket Burman,1.022320668,1.8153586,0.7449299,0.7586879,0.011784246715221833,0.0032939164654693996,-0.0,Consumer goods,3179/2398/1875,1.9271252
3078,Ken Kendrick,1.022320668,-0.6883164,0.56633043,-0.05163546,0.0,0.0,0.0,finance/logistics/shipping/sports/entertainment,,1.5629902
3079,Donald Mackenzie,1.022320668,-2.016804,0.85885894,-0.09592122,0.014690433931849168,-0.017753851102686187,0.0,investment/finance,1655/1830/336/335/2487,1.5244248
3080,Edouard Carmignac,1.022320668,0.19230893,0.55542946,0.61678827,-0.0032175342573682493,0.016328912072914394,0.0,Asset management,2075/1188/2109/3292/2573,1.5066817
3081,Michael Gans & family,1.022320668,-0.031633303,1.1358455,0.7229589,0.0002155980874901078,-0.007258077354909932,0.0,ai/software,2060,1.2647958
3082,Alakh Pandey,1.022320668,0.2991165,0.82363325,0.7007622,-0.004210850691569552,-0.002949442981179576,0.0,Edtech,3083,0.84206337
3083,Prateek Boob,1.022320668,0.7663569,0.15656507,0.9092052,0.007985709776638487,0.014075851454005858,-0.0,Edtech,420/3082,0.84206337
3084,Yang Ying & family,1.022320668,0.51321024,0.63029087,-0.44721225,-0.028033306457875565,-0.0053068076407442755,0.0,healthcare/pharmaceuticals,1128/94/455/139,1.4115231
3085,Neil Kadisha,1.022320668,0.46228105,0.6297722,0.8223356,0.0,0.0,0.0,Qualcomm,,0.4491858
3086,Per Franzén,1.022320668,0.5814409,1.9192641,0.5564416,-0.0185319943036922,-0.0033153798533907676,0.0,investment/finance,3247/2075/3378/414/2573,1.5244248
3087,Azman Hashim,1.022320668,0.8988845,0.0011416674,0.088243395,0.0022995987539100324,0.009658866827538061,-0.0,finance,1274,1.5244248
3088,Peter Salanki,1.022320668,-0.80261385,0.9813788,0.29302838,-0.01671264405104139,-0.01800667760116331,0.0,Data centers,1026/1972/370/675/1024/573,1.5804305
3089,Zhang Feng & family,1.022320668,1.6659274,0.76426643,-1.1403382,0.0,0.0,0.0,automotive,,0.6697777
3090,Cheng Lili,1.022320668,0.6005894,0.17346191,-0.10548727,0.0,0.0,0.0,Poultry breeding,,1.8800128
3091,Jeff Sprecher,1.022320668,-0.79928935,0.33233377,0.34993318,0.016179787122804195,0.0003400638949930396,-0.0,social media,352,0.8246172
3092,Thomas Sandell,1.022320668,-0.5330384,1.0078226,0.20518255,-0.026652404214484875,0.02176860305065325,0.0,hedge funds/finance,115/34/70/120,1.5244248
3093,Wang Chou-hsiong,1.022320668,0.5842454,0.052306563,0.11687537,0.013793629914397764,-0.02107183817329528,0.0,Footwear,184/2412/1882/741/316,1.3780596
3094,Ong Leong Huat,1.022320668,2.008944,0.12027807,-0.12993437,0.0,0.0,0.0,finance/real estate/construction/materials,,1.6829958
3095,Daniel Feffer,1.022320668,-1.1817402,-1.2114928,1.6521978,0.010041569264254285,-0.006991798269250235,0.0,Pulp and paper,3003/3153/2675/3118,1.3057483
3096,Michael Rees,1.022320668,-1.1300449,1.7226167,0.2951757,-0.014267234237167187,0.011912252050725578,0.0,investment/finance,1923/2563/335,1.5244248
3097,Sam Tarascio,1.022320668,0.8020727,-0.9961456,-0.66644496,0.022041692067991746,-0.00922021022247468,0.0,real estate,114/1111/1966,1.6829958
3098,Jeffrey Lorberbaum,1.022320668,-1.5726962,1.3889989,0.017146721,-0.013831534892915347,-0.015287881432072617,0.0,Flooring,367/374,0.4868914
3099,Chu Te Hsiang,1.022320668,1.2576128,0.9774295,-0.74103016,0.0,0.0,0.0,Electronic connectors,,1.6138747
3100,Hajime Satomi,1.022320668,1.3379112,0.68598557,-1.1047504,-0.001946503879593983,0.004758319040653623,0.0,Video games/Pachinko,3151,2.0251966
3101,Martin Klenk,1.022320668,-0.18803833,0.5620569,0.9471178,0.005222671490892777,0.01131815650530792,-0.0,software/cloud,3252/3072/3143/2294,1.5939332
3102,Michaela Herz,1.022320668,-0.04287108,0.9922158,0.4480334,-0.009158948809317216,-0.017361812815942654,0.0,Coffee,3103/711/1377/712,1.2995011
3103,Christian Herz,1.022320668,0.400564,0.75608754,0.6944679,-0.006390348842820049,-0.018560235160541262,0.0,Coffee,711/3102/1377/712,1.2995011
3104,Ivan Müller Botelho,1.022320668,0.18382859,0.54738176,0.88658774,-0.0044815693804611265,0.015550456285268662,0.0,Power Generation,356,0.66113436
3105,Bhaskara Rao Bollineni,1.022320668,1.0050656,0.5952172,0.58317965,-0.005217397389782512,0.011564703646144606,0.0,healthcare,2053/1238,2.0075605
3106,Richard Teets Jr,1.022320668,-0.7508008,0.9562484,0.4863937,0.004613615174183551,-0.030952023561432982,0.0,mining/materials,1183/1038/80/56/371,0.8420775
3107,Jet Jie Li,1.022320668,0.6677264,0.22197069,-0.41284874,0.016346630433218805,-0.018105899625715346,0.0,package delivery,1585/174/3307/724/685,1.825797
3108,Elizabeth Sy,1.022320668,0.5138781,0.36312175,-0.5629848,-0.008871975411102342,-0.0026551114676296363,0.0,Diversified,2653/2712,0.8902763
3109,John Christodoulou,1.022320668,-0.15851742,0.953696,1.062156,-0.019759686747834626,-0.013431427526299852,0.0,real estate,114/1111/1966,1.6829958
3110,Hartati Murdaya,1.022320668,0.68212175,-0.353508,-0.3853156,0.034928315575236395,-0.003506427161772271,0.0,Diversified,36/20,0.8902763
3111,Eric Ya Shen,1.022320668,1.8668278,0.65048635,-0.80865896,0.007021175579271671,0.01995062480363235,-0.0,ai/software/retail/luxury/fashion,260/447,1.2647958
3112,Lee Ho-jin,1.022320668,-0.7584229,0.2469117,0.11983027,-0.003669113817780817,-0.03491160071031241,0.0,Diversified,36/20,0.8902763
3113,Xu Guozhong & family,1.022320668,1.3902723,0.98493004,-0.7841834,0.008758327659741907,0.001594509142167734,-0.0,Motors,1528,0.51385605
3114,Xiu Laigui,1.022320668,0.12945925,0.6452307,0.47519946,-0.018189399657693006,-0.024966305440202452,0.0,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
3115,Pedro Grendene Bartelle,1.022320668,-1.892463,-0.6532713,0.83979,0.013426215155742499,-0.01764590322565625,0.0,shoes,1743/1256/1153/1255/1254/551,1.1618706
3116,Wu Jianbin,1.022320668,0.4466717,0.2421057,-0.3771814,0.008208137189141413,0.02480556946013219,-0.0,auto parts,1600/2104/198/1058/599/320,0.37170488
3117,Sun Huaiqing & family,1.022320668,0.80426973,0.7052719,-0.84957796,0.008556071134127968,-0.0030508442246585305,0.0,Cosmetics,2965/2480,1.8370435
3118,Ruben Feffer,1.022320668,1.7903961,1.1929173,-0.5912241,-0.005453254168273591,0.008668659337179627,0.0,Pulp and paper,3095/3003/3153,1.3057483
3119,Xie Yi,1.022320668,0.4250714,0.20693757,-0.4092114,0.0,0.0,0.0,Thermal products,,1.2646523
3120,Bruce Springsteen,1.022320668,-0.6234739,0.28307968,-0.01892285,0.0015252525403758998,-0.01291840434229848,0.0,media/entertainment,3340/1513/2088,1.8096282
3121,Phillippe Van de Vyvere,1.022320668,-0.14104202,0.9027015,1.624396,0.0,0.0,0.0,logistics/shipping,,0.7081293
3122,Zhang Keqiang,1.022320668,1.4668592,0.20458132,-0.23656848,-0.020200700596693672,0.0117708209504553,0.0,real estate,114/1111,1.6829958
3123,Qiao Zhiyong,1.022320668,-1.5645148,1.0714945,0.0219955,0.0,0.0,0.0,energy/oil and gas,,1.2296851
3124,Clelia Haji-Ioannou,1.022320668,1.5112181,0.52700144,-0.671436,0.0036032180902867516,0.007936595033182376,-0.0,EasyJet,2920/2783,1.6677347
3125,Gerald Engström,1.022320668,0.031196978,0.6118505,0.30811387,0.0,0.0,0.0,Ventilation,,1.4807312
3126,Arnold Schwarzenegger,1.022320668,-0.94467366,0.9512112,-0.19587371,-0.008734533699387079,0.012303774260478796,0.0,investment/finance/media/entertainment,1541/810,1.5244248
3127,Vadim Novinsky,1.022320668,0.22083254,1.2628936,0.9924847,-0.004547055170422455,-0.031316166461353406,0.0,mining/materials,1038/80/484/56/371,0.8420775
3128,Yvonne Lo,1.022320668,0.62428576,0.49190837,-0.3884515,0.0105223561145701,0.0018640653927186285,-0.0,social media,1548/3134,0.8246172
3129,Laurence Escalante,1.022320668,1.0105535,-0.98107624,-0.028481722,0.0,0.0,0.0,gaming,,1.1819259
3130,Konstantin Nikolaev,1.022320668,0.51557744,0.751027,0.15322128,-0.0056739942607673425,0.028075066418380316,0.0,ai/software/logistics/shipping,61/259/2744/3131/410,1.2647958
3131,Nikita Mishin,1.022320668,-0.71876454,0.5318106,-0.14425236,-0.0002588375754611095,-0.0274848130599292,0.0,ai/software/logistics/shipping,259/2744/3130/61,1.2647958
3132,Ke Guihua,1.022320668,0.42549583,0.28377602,-0.4770834,0.006724488709382001,0.02524818892424965,-0.0,Auto parts,1600/2104/1058/198/599/320,0.8197709
3133,Lia Maria Aguiar,1.022320668,-1.5182971,0.026364714,0.91633826,0.0014332971625019152,-0.01957714347835283,0.0,finance,1274/243,1.5244248
3134,Kenneth Lo,1.022320668,0.8302467,0.082717836,-0.339584,0.01318092473832118,0.0018890568399623066,-0.0,social media,1253/2687/3134/3128,0.8246172
3135,Vitaly Orlov,1.022320668,0.30369723,2.0342531,0.77100897,0.0,0.0,0.0,Fisheries,,0.988289
3136,Denise Prenosil,1.022320668,-1.0147755,1.4086618,0.3121525,-0.010125533178598817,0.007823294209284907,0.0,Dick's Sporting Goods,749,2.00895
3137,Leyla Tara Suyabatmaz,1.022320668,0.33701032,0.29740983,0.5441311,0.01022076115692213,0.00804658980166077,-0.0,construction/materials,3201/1731/3309/3138,0.8420775
3138,Yasemin Zeynep Keyman,1.022320668,-0.12945902,0.50791556,0.47311842,-0.0014140518628235716,-0.012931048812539708,0.0,construction/materials,3201/3137/1731/3309,0.8420775
3139,Anne Dinning,1.022320668,-0.81262517,0.7797421,-0.024237603,-0.031105699430263468,0.014719313575819628,0.0,hedge funds/finance,115/34/70/120,1.5244248
3140,Liu Xiucai & family,1.022320668,0.94075406,0.23648115,-0.17742768,0.0129776643425749,0.020680633562148585,-0.0,Chemicals,1319/123/1881/2735/1212,1.6866118
3141,Jiang Long,1.022320668,1.6622988,1.4578302,-0.29588687,-0.02586924010257739,0.00413359456588839,0.0,Manufacturing,312/1890/920/533/729/302,0.6835843
3142,Sanjeev Shah,1.022320668,1.0609149,0.289199,0.46662143,0.0,0.0,0.0,food/beverages,,0.431557
3143,Brian Lawson,1.022320668,-0.9606775,1.1850679,0.6023946,-0.016706947309826546,0.0078015033698691635,0.0,investment/finance,561/3197/1178/2294,1.5244248
3144,Ngo Chi Dung,1.022320668,0.71167064,0.27983093,-0.47739047,0.000720808995048513,0.009902640921176376,-0.0,finance,1274,1.5244248
3145,Xu Zhihan,1.022320668,1.539153,0.60885453,-1.1531234,-0.02441773509199315,-0.01596914120588142,0.0,Electronics,184/194/1512/225/187,0.9184684
3146,Zhu Weisong,1.022320668,1.7511538,0.7892926,-0.984856,0.0,0.0,0.0,Online games/toys,,1.401098
3147,Veronica Squinzi,1.022320668,0.69251895,0.9494193,1.3063685,-0.0062674559473180035,0.01667706567525605,0.0,Chemical products,1171/1955/3148/1073/3023,2.0454972
3148,Marco Squinzi,1.022320668,0.47674435,1.1124079,1.1734567,0.0002680435129686145,-0.008123377462257535,0.0,Chemical products,3023/3147,2.0454972
3149,Maxim Shubarev,1.022320668,0.3915966,1.458367,0.10240388,-0.023129860989119178,-0.005988154673254493,0.0,real estate,114/1111/1966,1.6829958
3150,Alfredo Harp Helu & family,1.022320668,-0.8020688,0.372005,0.06317991,-0.0027819636624364834,0.01259921801141163,0.0,finance/investment,1243/1922,0.6704873
3151,Shin Dong-joo,1.022320668,0.4634641,0.32827213,-0.3898687,-0.010476267942654221,-0.00609175488355668,0.0,ai/software/retail,872,1.2647958
3152,Jacques Merceron-Vicat & family,1.022320668,0.106922135,1.390741,1.6051021,-0.03635229293159702,-0.0017315725948646387,0.0,construction/materials,10/91,0.8420775
3153,Jorge Feffer & family,1.022320668,-0.85090643,-0.751721,0.8934739,0.008059744236876549,-0.006318556683610594,0.0,pulp and paper,3095/3003/3118,1.5309557
