ID,Name,NetWorth_Billions,x,y,z,vx,vy,vz,industries,connections,velocity_mode,velocity_scale,hue color value
1498,Craig McCaw,2.385414892,-1.0647055,0.5562678,-0.20951697,0.030245149912312544,0.01302603932507726,-0.013230381311749143,telecom,15/1910/758/1956/227,radial,0.05,0.37299705
1499,Thomas Wu,2.385414892,1.1884172,0.540945,-0.6480381,-0.015512591918660714,0.003733540606455263,0.004260239616336967,finance,498/1679,radial,0.05,1.5244248
1500,Filiz Sahenk,2.385414892,0.6729604,0.1468936,-0.45683333,0.0025465126742441734,-0.0023258786424817813,0.03516984624313811,Diversified,2521/1400/36/20,radial,0.05,0.8902763
1501,Sylvan Adams,2.385414892,-1.1174484,0.9119078,-0.20433986,0.01866729818685539,-0.01429034562992383,-0.0042622137378525785,real estate,114/1111/1966,radial,0.05,1.6829958
1502,Lirio Parisotto,2.385414892,-0.97754616,-0.027187178,0.24112435,0.0197773348012502,0.016072875316721406,-0.013154174277361413,investment/finance,3021/406/1142/1420/49/2553,radial,0.05,1.5244248
1503,Zhu Yiming,2.385414892,0.6411608,1.0585775,-0.57052326,-0.03833010447576578,-0.005242216319245516,-0.006888841886802808,semiconductors/hardware,1107/50/6/454/1577/358,radial,0.05,1.2610606
1504,Chen Kaixuan,2.385414892,2.0456178,0.91583365,-0.178801,-0.0031610142739807745,0.0011568815123774755,-0.00497872410768926,Household chemicals,2623,radial,0.05,0.90236545
1505,Mikhail Shelkov,2.385414892,0.5566113,1.703947,0.8055384,0.002254087074866922,-0.023535378411672775,-0.0036025660852867475,Titanium,716/1678/2815/150/2791,radial,0.05,1.476686
1506,Jamie Dimon,2.385414892,-0.67272013,0.45207036,0.36307204,0.0013809021914844416,-0.0004782677806589465,-0.02041484706498881,finance,828/236,radial,0.05,1.5244248
1507,Richard Branson,2.385414892,-0.5222804,1.0615406,0.68841094,-0.001965238959875761,0.004197210802372884,-0.014276345591367758,Virgin,447,radial,0.05,1.2658093
1508,Philip Niarchos,2.385414892,-0.708315,1.4365402,1.5115088,0.01001942765322688,-0.0033504329743275726,0.002376088405411912,Art collection,1082,radial,0.05,1.2986996
1509,Jeffrey Talpins,2.385414892,-0.6106581,0.95639944,0.1224314,-0.012075982902530894,-0.013658019081185389,-0.00046373253658398656,hedge funds/finance,1846/1473/468,radial,0.05,1.5244248
1510,Katarina Martinson,2.385414892,0.35762462,0.74537075,0.5559263,0.0030762310939861006,0.013594009372828945,-0.022182062549451344,investment/finance,378/135/369/1651,radial,0.05,1.5244248
1511,David Peñaloza Alanís,2.385414892,-0.08977926,0.7691352,0.77860355,0.0,0.0,0.0,Toll roads,,radial,0.05,0.7004915
1512,Koo Bon-neung,2.385414892,1.8140055,0.24155086,-0.9387392,-0.017985641227794228,0.020350945944019354,0.003614592653199467,Electronics,184/2137/1856/225/187,radial,0.05,0.9184684
1513,Jay-Z,2.385414892,-0.54637474,0.24870259,-0.25204164,-0.01717565502030182,0.018725938775963867,0.010919689333632368,media/entertainment,3340/61/199,radial,0.05,1.8096282
1514,Kwek Leng Kee,2.385414892,0.79399,0.026895046,-0.11240136,-0.001156482813199796,7.597810550287294e-05,-0.018977172907935515,Diversified,1111/2525/2526/504,radial,0.05,0.8902763
1515,Bernard Lewis & family,2.385414892,-1.0297669,0.5133855,-0.181168,0.005863929802205214,0.0025704133997390102,-0.005327651583914967,ai/software/retail/luxury/fashion,1660,radial,0.05,1.2647958
1516,Mohamed Alabbar,2.385414892,0.84667444,1.0215969,0.66050047,-0.004334120966556892,-0.0006159084510607259,-0.0010358095866242643,real estate/food/beverages,3341,radial,0.05,1.4758897
1517,He Xiaopeng,2.385414892,1.7016321,1.0963936,0.53544474,-0.0038447827179452746,-0.001163960699642132,-0.023528362031417883,automotive,986/938/658/206,radial,0.05,0.6697777
1518,Adam Neumann,2.385414892,0.73067445,0.39349672,0.27762225,0.0,0.0,0.0,WeWork,,radial,0.05,1.6905053
1519,Victor Pinchuk,2.385414892,0.5556775,1.463249,0.7196425,0.0,0.0,0.0,mining/materials,,radial,0.05,0.8420775
1520,Harindarpal Banga,2.385414892,1.7015762,0.9205512,-0.16660362,-0.012483991563149627,0.002796557850895538,0.012703938283914742,Commodities,1036/754/1423,radial,0.05,1.5540386
1521,Mathias Doepfner,2.385414892,0.19854373,0.37094098,0.54322314,-0.00787544244304912,0.014447817339910735,0.005186639710421229,media/entertainment,596/935,radial,0.05,1.8096282
1522,Wu Guanjiang & family,2.385414892,0.5381157,0.60969156,-0.22586268,0.005323805886856467,-0.024772342346641104,0.012346781226405042,healthcare/pharmaceuticals,1128/94/802/139,radial,0.05,1.4115231
1523,Zhao Yan,2.385414892,1.9481751,0.90283775,-0.7317407,-0.018679375905933184,0.0024769003882530146,0.0036555925943566035,healthcare/pharmaceuticals,1125/1859/3186/487,radial,0.05,1.4115231
1524,John Arnold,2.385414892,-1.097342,0.32511565,0.17545477,0.020852936208074307,0.025301872151776785,0.011982153565193875,hedge funds/finance,3139/115/452/34/70/120,radial,0.05,1.5244248
1525,Chao Teng-hsiung,2.385414892,0.8389742,0.7156584,-0.9598309,0.0017264849146455068,-0.02333556846054721,0.004828970928615415,real estate,114/1111/1966,radial,0.05,1.6829958
1526,Li Xiaoming,2.385414892,0.68177414,0.97606575,-0.745345,0.0,0.0,0.0,ai/software,,radial,0.05,1.2647958
1527,Mark Leonard & family,2.385414892,-0.95141256,1.7712907,-0.05429262,0.008386861479410479,-0.016117558383509457,-0.008165329902266925,software/cloud,470/509/2851,radial,0.05,1.5939332
