ID,Name,NetWorth,x,y,z,industries,connections,hue color value
2846,Harley Sy,1192707446,0.66318613,-0.0072974265,-0.50167763,Diversified,2653/2712,0.8902763
2847,Mike Speiser,1192707446,-1.021036,1.5983845,-0.549507,software/cloud,266/710/260,1.5939332
2848,Faruk Eczacibasi,1192707446,0.06607795,0.7260461,0.4616158,healthcare/pharmaceuticals,2594,1.4115231
2849,Simón Pedro Barceló Vadell,1192707446,0.7674283,1.2852876,1.2358406,Hotels,3298/1411/3033/2982/3027,0.506061
2850,Jin Lei & family,1192707446,0.7193289,0.78756595,-0.22105993,healthcare/pharmaceuticals,637/902/1252/582/1462,1.4115231
2851,Tope Awotona,1192707446,-1.2811137,1.5684564,-0.47844097,software/cloud,470/2847/1015/1451/509/122,1.5939332
2852,Zhou Zongwen & family,1107514057,1.3336531,0.8375751,-0.24634811,Jewelry,863/2516/1976,1.8532145
2853,Hans Schmid,1107514057,-0.044500224,0.5242285,0.3205433,Office Supplies,,1.2669245
2854,Christopher Stolte,1107514057,-0.51155853,0.96931833,-0.40108258,software/cloud,3246/505/2739/2701/2851,1.5939332
2855,Antonio Percassi,1107514057,0.49988943,1.1671115,0.7431883,real estate,14/406/1200/1029/3342,1.6829958
2856,Aluru Jagadish Prasad,1107514057,0.46504772,0.34671637,0.20808125,batteries/energy storage,77/239/147/29,0.76219267
2857,Mark Dixon,1107514057,0.15100951,0.341789,0.48639393,real estate,,1.6829958
2858,Tianqiao Chen,1107514057,-0.9126808,1.783833,-1.0130377,Online games,266/1/2/199,0.5171643
2859,Zhang Shengwei,1107514057,1.6445076,1.2656219,-0.32276487,E-cigarettes,1404/1729,1.1573477
2860,Chad Richison,1107514057,-0.5189298,0.5689215,-0.28750747,Payroll processing,,1.9317473
2861,Huang Shanbing & family,1107514057,-0.8739508,1.5349281,-0.6889167,semiconductors/hardware,656/50/6/454/1577/358,1.2610606
2862,Helly Nahmad,1107514057,0.057501525,1.4419985,1.4711301,Art,2863,0.636002
2863,Joseph Nahmad,1107514057,-1.9826963,0.79288983,-0.30728596,Art,,0.636002
2864,Zhou Chengjian,1107514057,0.8656917,0.44867298,-0.471057,ai/software/retail/luxury/fashion,168/1342/31/1229/1619,1.2647958
2865,Hugo Ribeiro & family,1107514057,-1.0031487,-0.60812515,0.35388464,Agribusiness,2823/2691/530/655/2381/1693,0.9669446
2866,Jim Koch,1107514057,-1.1471685,0.8292648,-0.068577975,Beer,1065/1990/630/138/1475,1.2409092
2867,Zuo Jing,1107514057,1.3092852,1.5802805,-0.8737482,Precision transmission devices,2868,0.4280337
2868,Zuo Yuyu,1107514057,1.5935909,1.4118873,-0.56201935,Precision transmission devices,,0.4280337
2869,Yao Runhao,1107514057,1.1978455,1.4869157,-1.080639,Online games,1335/39/53/1784/206,0.5171643
2870,Qin Hua,1107514057,0.45375192,0.8882375,-0.49933463,food/beverages,2465,0.431557
2871,Lin Por-Chun,1107514057,1.1582938,0.3289136,-0.97901165,Glass,2836/2947/2263/2067/2478,1.3398595
2872,Onkar Kanwar,1107514057,1.9695016,0.3411805,-0.049944013,Tires,1611/2189/2467,1.2534094
2873,Vicente Boluda Fos,1107514057,-0.62450325,1.0771215,1.3558971,logistics/shipping,43/59/48/1186/44,0.7081293
2874,Stefan Kaluzny,1107514057,-1.2483326,0.76110005,0.8385254,investment/finance,1830/303/336/335/334,1.5244248
2875,Erik Must,1107514057,0.3023022,0.6786366,0.52553254,finance,708,1.5244248
2876,Andrei Molchanov,1107514057,0.36532313,0.45204705,0.40020657,construction/materials,2149/1828/2032,0.8420775
2877,Nikolay Fartushnyak,1107514057,-1.244353,0.56326073,-0.29195082,ai/software/retail,741/872,1.2647958
2878,Li Guoqing,1107514057,1.4072295,1.0638804,-1.0675771,Petro Fibre,196/2841,2.023626
2879,Zhong Peifeng,1107514057,0.29259425,0.61521894,1.0315379,semiconductors/hardware,,1.2610606
2880,Larry Fink,1107514057,-1.0190873,1.1920745,0.12249453,money management,1655/2213/2212/890,0.41200387
2881,Ali Erdemoglu,1107514057,0.49812907,1.082884,1.7081683,Carpet,2655,0.37213123
2882,Kirit Doshi,1107514057,0.6538881,0.4118378,0.463019,Solar modules,2617/2621/2363,1.1769633
2883,Boris Rotenberg,1107514057,0.20794168,0.5112018,0.41177696,construction/materials,814/2963,0.8420775
2884,He Zuxun,1107514057,0.85310405,0.8134411,-0.12669787,Pig breeding,3011/141,0.9504819
2885,Zhu Shuangquan,1107514057,1.8085815,1.3451463,0.03545004,semiconductors/hardware,1702,1.2610606
2886,Huang Min,1107514057,0.5849091,0.7458262,-0.7424487,Machinery,,0.9036575
2887,Sven Hagströmer,1107514057,0.124305576,0.41705436,0.42357534,finance,746/1763/2024,1.5244248
2888,Bahari Karim,1107514057,1.4417589,0.41638047,-0.088169366,energy/oil and gas,2577/2889/1014/1201,1.2296851
2889,Burhan Karim,1107514057,1.437965,-0.3993498,-0.18122223,energy/oil and gas,2577/2888/1014/1201,1.2296851
2890,David Kong,1107514057,0.6820523,-0.10256948,0.0855955,Funeral services,,1.6448753
2891,Ajlan bin Abdulaziz Al-Ajlan,1107514057,0.8700434,0.794865,0.79988366,investment/finance/real estate,369/1369/394/1450/221,1.5244248
2892,Deepinder Goyal,1107514057,1.3420696,0.9279421,0.29781798,food/beverages,2466/2608,0.431557
2893,Ni Yongpei & family,1107514057,1.6069113,1.5057245,-0.7819185,food/beverages,313/2966/486,0.431557
2894,Antonio Gallardo Ballart,1107514057,0.21178706,0.45788056,0.74172676,healthcare/pharmaceuticals,1128/94/497/3006/2229/139,1.4115231
2895,Vinod Saraf,1107514057,0.8364598,0.28969264,0.1371031,Chemicals,1319/123/1881/2735/1212,1.6866118
2896,Elena Baturina,1107514057,-0.6328055,0.72539127,0.13635316,investment/finance/real estate,222/1695/443,1.5244248
2897,Richard Kayne,1107514057,-0.77137196,0.3233068,-0.56784415,investment/finance,406/1142/1420/2553,1.5244248
2898,Andrei Kuzyaev,1107514057,0.9376569,2.189994,0.25116086,telecom/real estate/energy/oil and gas,,1.6829958
2899,Lyudmila Kogan,1107514057,0.80742383,1.7208047,-0.00012230873,finance,1274,1.5244248
2900,Yuan Zhimin & family,1107514057,0.9862374,0.764224,-0.58728385,plastics,1645/1365/2293,0.5185099
2901,Sun Guangxin,1107514057,0.6621523,0.46263623,0.021017822,Diversified,36/20,0.8902763
2902,Satya Nadella,1107514057,-0.4573053,1.6423118,-0.82004213,software/cloud/ai,18/78/1574/13,1.5939332
2903,Réal Plourde,1107514057,-0.5882452,0.9165989,-0.64296126,retail,507/3275/1213/2110,0.59320146
2904,Yang Xuegang,1107514057,1.1531196,1.1612033,-0.9232472,Coking,,0.42510837
2905,Irfan Razack,1107514057,1.3903095,0.50047624,-0.14312252,real estate,,1.6829958
2906,Rezwan Razack,1107514057,1.4165778,0.40258682,-0.15760317,real estate,2905/1111/2907,1.6829958
2907,Noaman Razack,1107514057,1.2992591,0.59317064,0.17152601,real estate,2905/1111/2906,1.6829958
2908,Chris Wanstrath,1107514057,-0.8366718,0.8540617,-0.1668613,software/cloud,18/78/875/1574/13,1.5939332
2909,Mark Kurtser,1107514057,0.33638594,1.0941912,0.46839058,healthcare,2053/1238,2.0075605
2910,Mikhail Fedyaev,1107514057,0.85783803,1.3147113,0.5732816,ai/software/mining/materials,85/176/208/410,1.2647958
2911,Christoph Zeller,1107514057,0.31527516,1.5751953,1.5962161,Dental materials,,1.7953455
2912,Carsten Koerl,1107514057,0.42745322,0.7225208,0.8675095,logistics/shipping/sports/entertainment,,0.7081293
2913,Lou Guoqiang,1107514057,0.73366153,0.5481682,-0.6068584,copper,,0.57362306
2914,Kurt Krieger,1107514057,1.0768454,1.5285455,1.3373883,ai/software/retail,,1.2647958
2915,Teresita Sy-Coson,1107514057,0.58355695,0.25427914,-0.5019822,Diversified,2653,0.8902763
2916,Hsu Shou-Hsiung,1107514057,0.79806846,0.7413335,-0.43975124,Electrical transformers,,1.3733027
2917,Yuri Karptsov,1107514057,0.37476823,0.31144992,-0.5333285,ai/software/retail,741/872,1.2647958
2918,Bhikhabai Virani,1107514057,2.4503753,0.1995135,-0.008852422,Snacks,3273/3272/1315/1308/2040,1.1031849
2919,Gregory Bentley & family,1107514057,-1.3650894,1.37566,-0.026824921,software/cloud,2627/2282/470/1015/509,1.5939332
2920,Polys Haji-Ioannou,1107514057,-0.4623469,1.3523052,1.1688904,EasyJet,3124/2783,1.6677347
2921,Bruce Beal Jr,1107514057,-1.2486757,0.6829841,0.24077404,real estate,114/1111/1966/1266,1.6829958
2922,Zhao Tongtong,1107514057,1.6444509,0.3287098,-0.63029337,Hotels,,0.506061
2923,Jiang Xuefei & family,1107514057,1.6564565,0.243734,-1.5923183,printed circuit boards,1251/1263,0.5462342
2924,Greg Brown,1107514057,-1.5160797,1.0031253,0.5662694,Motorola,,1.036097
2925,Jiang Zhaobai,1107514057,-0.9341362,1.0505024,0.34843925,real estate,,1.6829958
2926,Frederic Luddy,1107514057,-1.5057768,0.63407266,-1.1045544,software/cloud,266/260/447/470/2851,1.5939332
2927,Ben Silbermann,1107514057,-0.57808006,0.9453819,-0.41932702,media/entertainment,1242/2742,1.8096282
2928,Michael Andlauer,1107514057,-1.631725,1.229072,0.5556436,logistics/shipping/sports/entertainment,,0.7081293
2929,Arvid Lunnemark,1107514057,-0.7266653,0.820215,-0.72731245,ai/software/cloud,2932/1928/496/2931/2930/2664,1.2647958
2930,Sualeh Asif,1107514057,-1.0453186,0.85429937,-0.17682144,ai/software/cloud,1927/2932/2929/1928/1854/2931/496/2664,1.2647958
2931,Michael Truell,1107514057,-0.76904655,0.8829482,-0.5700767,ai/software/cloud,1927/2932/2929/1928/1854/2930/496/2664,1.2647958
2932,Aman Sanger,1107514057,-0.7518756,0.83764154,-0.66249555,ai/software/cloud,2929/1928/496/2931/2930/2664,1.2647958
2933,Steven Hao,1107514057,-0.7785255,0.6413939,-0.90388274,ai/software/cloud,1927/1928/496/1854/2664,1.2647958
2934,Matteo Danieli,1107514057,0.3216467,1.4322677,1.2075542,software/cloud/investment/finance,2936/2794/2935,1.5939332
2935,Luca Querella,1107514057,0.5200161,1.7130308,0.8863734,software/cloud/investment/finance,2936/2794/2934,1.5939332
2936,Francesco Patarnello,1107514057,-1.330507,0.82608557,-1.1700773,software/cloud/investment/finance,2794/2935/2934,1.5939332
2937,Marcus Pürner,1107514057,0.13635208,1.8249832,0.75081325,Bicycles,,0.46742338
2938,Chang Kuo-Ming,1107514057,1.2811172,0.7714336,-0.64806473,Transportation,1402,1.8298771
2939,Andrew Bialecki,1107514057,-0.78821564,1.0602621,0.29433107,software/cloud,67/13,1.5939332
2940,Carolin Hachenberg,1107514057,0.34931162,1.1531307,1.6389301,Motor Homes,2941,0.5139046
2941,Christian Hymer,1107514057,0.59967834,1.0915468,1.6592349,Motor Homes,2940,0.5139046
2942,Deepak Mehta,1107514057,0.86316276,0.3071211,0.026810542,Chemicals,,1.6866118
2943,Timothy Headington,1107514057,-0.7574776,0.47114104,-0.25966135,investment/finance/energy/oil and gas,476/967/853,1.5244248
2944,Martin Moller Nielsen,1107514057,0.06706066,0.75677764,1.2078637,ai/software,929,1.2647958
2945,Gina Vecchiarelli,1107514057,-0.76617223,1.0096502,-0.1837976,Mozzarella cheese,2946,1.42017
2946,Terry Leprino,1107514057,-0.7890468,1.0402708,0.14196697,Mozzarella cheese,2945,1.42017
2947,Lin Por-Shih,1107514057,0.8971335,1.0716202,-0.74097925,Glass,2871/2836/2263/2067/2478,1.3398595
2948,J. Wayne Weaver,1107514057,-1.2756197,0.72238076,0.7632371,Shoes,1256/1153/1255/1254/551,0.6472653
2949,Michael Krasny,1107514057,-0.66163826,0.2860221,-0.19429782,ai/software/retail,741/872,1.2647958
2950,Marc Rubiralta,1107514057,-0.55323356,1.3916581,1.0424287,Diagnostics,2770/2952/2951,0.7270119
2951,Xavier Rubiralta,1107514057,-0.3022147,1.2053614,1.1971471,Diagnostics,2770/2952/2950,0.7270119
2952,Jose Luis Rubiralta,1107514057,0.34197307,1.476083,0.93396115,Diagnostics,2770/2950/2951,0.7270119
2953,Thomas Mueller,1107514057,-0.9008721,1.3603852,-0.6766006,Space,,1.77316
2954,Eduardo Costantini,1107514057,-1.0669352,0.42252946,-0.99435914,real estate,114/1111/1966,1.6829958
2955,Wu Kaiting,1107514057,1.8915989,0.3213237,-0.6876411,Electronics,184/194/1156/1512/225/187,0.9184684
2956,Ashwin Desai,1107514057,0.4398259,0.3287654,-0.32724053,Specialty chemicals,1036,0.95141464
2957,Zhong Huaijun,1107514057,1.133088,1.0073798,-0.677036,food/beverages,1184/1839/2434,0.431557
2958,Hou Juncheng,1107514057,0.7957568,0.9406966,-0.4535091,Cosmetics,2965/2480,1.8370435
2959,Petro Poroshenko,1107514057,1.9512707,0.3004113,-0.2034634,confectionery,3387,1.5943632
2960,Geng Diangen,1107514057,0.9466801,1.5470874,-1.0787942,Internet,2750/1391/1986/2753,0.6316485
2961,Igor Yakovlev,1107514057,1.0635827,1.5407462,1.1173353,retail,,0.59320146
2962,Thomas Bailey,1107514057,-1.0103382,0.5432461,-0.53747,Money management,229/451,1.5577363
2963,Lev Kvetnoi,1107514057,0.51422024,1.7226142,0.20309538,construction/materials,308/814/686/2883,0.8420775
2964,Tsao Ter-fung,1107514057,1.0886618,0.69441086,-1.08924,food/beverages,1839/1184/2434,0.431557
2965,Suh Kyung-bae,1107514057,0.7029627,0.643262,-0.9351302,Cosmetics,2480,1.8370435
2966,Nobutada Saji,1107514057,0.9169266,1.5094522,-1.366726,food/beverages,313/2966,0.431557
2967,Huang Jian,1107514057,2.1175513,0.58763415,0.11495966,home appliance,2360/63,1.9005694
2968,Adam Norwitt,1107514057,-1.2651885,1.171377,0.1347873,Electronic components,3321/659/2587,1.6220304
2969,Alexander Klyachin,1107514057,0.7784595,1.2901661,0.16085899,real estate,114/1111/1966,1.6829958
2970,Lívia Voigt de Assis,1107514057,1.1082927,0.9134578,-1.4522485,Industrial Machinery,3375/2971/2528/3377/2527,1.6577758
2971,Dora Voigt de Assis,1107514057,1.1219708,1.0081551,-1.3236811,Industrial Machinery,3375/2528/3377/2970/2527,1.6577758
2972,Thierry Cruanes,1107514057,-0.5283164,0.7374142,-0.8224519,software/cloud,266/710/260/447/2847/415,1.5939332
2973,Kenzo Tsujimoto,1107514057,1.6381277,0.56035596,-0.8942108,Video games,295/1310/3277/848/2235,0.98756033
2974,Frank Holding Jr,1107514057,-0.5601624,0.7212256,-0.039907455,finance,2838/2839/2604,1.5244248
2975,Peter Kelly,1107514057,-0.63391364,0.6560496,0.28434265,I.T.,,0.98443866
2976,Ahmed Afif Topbas,1107514057,0.9977038,1.1247646,0.8301889,ai/software/retail/food/beverages,808/2844,1.2647958
2977,Jeffrey Michael & family,1107514057,-0.76838493,1.0351896,-0.28189695,Data management,,0.72640973
2978,Nigel Austin,1107514057,0.31236434,-0.5880534,-0.26943088,ai/software/retail,741/872,1.2647958
2979,Dieter Müller,1107514057,-0.2305495,0.81681556,0.9516185,Motels,,1.5116441
2980,Roman Avdeev,1107514057,0.35186616,0.634965,0.48313028,finance,,1.5244248
2981,Grigory Anikeev,1107514057,0.74125975,1.5389849,0.2780044,food/beverages,3240,0.431557
2982,Michael Kum,1107514057,1.622085,0.5411443,-0.6893606,Hotels,3298/1411/3033/2849/3027,0.506061
2983,Lauren Leichtman,1107514057,-1.4718187,1.3875097,0.67337173,investment/finance,303/336/1358/1655/2984/1830/335/2874,1.5244248
2984,Arthur Levine,1107514057,-1.8795805,0.891872,-0.2817008,investment/finance,303/336/334/1655/1830/2983/335/2874,1.5244248
2985,Vera Rechulski Santo Domingo,1107514057,0.0091845095,0.957992,0.9513183,Beer,1065/1990/921,1.2409092
2986,Michael Tojner,1107514057,0.18740702,0.4439222,0.331406,batteries/energy storage/investment/finance,,0.76219267
2987,Joe Kiani,1107514057,-1.1259935,0.35283977,-0.12940463,healthcare/pharmaceuticals,341/329/1096/860/576,1.4115231
2988,Xu Wanmao,1107514057,1.367784,1.0882624,-0.5070936,Education,1615/2377/2127/1083/1878,0.5171018
2989,Zan Shengda,1107514057,0.6513919,0.4524337,-0.194044,Diversified,36/20,0.8902763
2990,Patokh Chodiev,1107514057,0.3992458,0.6687621,-0.116716005,social media/advertising/ai/mining/materials,791/786/787/705,1.3075284
2991,Ruben Vardanyan & family,1107514057,-1.2849699,1.2258458,-0.11862978,finance/investment,259/61/3339/1286/2686/410,0.6704873
2992,Ron Shaich,1107514057,-1.044107,0.46005327,0.19978245,food/beverages,1177/3332,0.431557
2993,Mohammed Ibrahim,1107514057,-1.6163294,0.76743007,-0.25927585,Communications,,1.523757
2994,Huang Yimeng,1107514057,2.1257322,0.62366414,-0.6777878,mobile games,694,1.8972101
2995,Yu Jinkun & family,1107514057,0.61451566,0.22967306,-0.34285387,transportation equipment,,0.87944686
2996,James Jannard,1107514057,-0.51009876,0.7872348,-0.16878499,Sunglasses,498,1.0945464
2997,Kim Taek-jin,1022320668,1.6293201,0.6432763,-1.3431329,Online games,1335/39/53/1784/206,0.5171643
2998,Holger Timm,1022320668,0.56743085,1.1391671,0.79366183,finance,498/414,1.5244248
2999,Derek Stevens,1022320668,-1.0543889,1.0360235,-0.86988235,gambling/entertainment,2045/2364/58/990,1.8096282
3000,Lim Kaling,1022320668,1.807979,0.025769847,-0.97304916,Gaming hardware,1534/2461/2473/178,0.633108
3001,Nancy Lerner,1022320668,-0.47470734,0.7551465,0.08331553,finance,1530/3017/3015/1732,1.5244248
3002,Ben Francis,1022320668,0.21319608,1.973991,0.6238596,Fitness clothing,,1.3348804
3003,David Feffer,1022320668,-1.4100379,-0.002638936,1.8580639,Pulp and paper,3095/3153/2675/3118,1.3057483
3004,Benjamin Zhengmin Pan & family,1022320668,1.7173967,0.85659987,-0.45109883,Electronics,184/2455/187/225,0.9184684
3005,Zhou Wen & family,1022320668,0.71576697,0.6320824,-0.08668232,Chemicals,1319/123/1881/972/2735/1212,1.6866118
3006,Jorge Gallardo Ballart,1022320668,0.05393932,0.7112794,0.5243019,healthcare/pharmaceuticals,2894/1128/94/497/2229/139,1.4115231
3007,Clemens Toennies,1022320668,0.2183016,1.9002347,0.86443835,Meat processing,3342/1221/3008/660,1.1193657
3008,Robert Toennies,1022320668,1.6669044,0.13795775,-1.5272406,Meat processing,3007/3342/1221/660,1.1193657
3009,Philip & family Hager,1022320668,0.18872741,0.77855796,0.8005196,Electrical products,,1.2373902
3010,Daniel Hager,1022320668,0.26550597,0.7247295,0.8356026,Electrical products,3012/3013/3020/3014/3009,1.2373902
3011,Qian Ying,1022320668,-0.16903569,0.71030986,0.9440388,Pig breeding,2884/141,0.9504819
3012,Dorle Hager,1022320668,0.0719846,0.915473,0.6579563,Electrical products,3010/3013/3020/3014/3009,1.2373902
3013,Evi Hager,1022320668,0.27201307,1.0058435,0.51404047,Electrical products,3010/3012/3020/3014/3009,1.2373902
3014,Peter Hager,1022320668,-0.02064535,0.8402181,0.7626553,Electrical products,3010/3012/3013/3020/3009,1.2373902
3015,Randolph Lerner,1022320668,-0.6293283,0.59213,0.021895774,finance,1406/1017/326/3017/1732,1.5244248
3016,Liu Jianjun,1022320668,0.5614579,0.47814602,0.13210678,mining/materials,129/1050/95/1118,0.8420775
3017,Norma Lerner,1022320668,-0.5982534,0.653396,-0.13990188,finance,1274/3001/3015,1.5244248
3018,Su Qingcan,1022320668,1.0253007,0.3587342,-0.59964156,healthcare,2053/1238,2.0075605
3019,Boris Nuraliev,1022320668,0.8524338,1.6036744,0.6159732,software/cloud,470/2847/1015/509/2851,1.5939332
3020,Isabel-Ulrike Hager,1022320668,-0.090042286,0.5117621,1.0481042,Electrical products,3010/3012/3013/3014/3009,1.2373902
3021,Cheah Cheng Hye,1022320668,0.79974395,0.2129066,-0.5580332,investment/finance,406/1142/1420/49/2553,1.5244248
3022,Kazim Turker,1022320668,0.5113488,0.84379506,1.4850384,energy/oil and gas,,1.2296851
3023,Simona Giorgetta,1022320668,0.6755069,1.2890748,0.95939493,Chemical products,3148/3147,2.0454972
3024,Zhao Dongping,1022320668,0.6434216,0.7306497,-0.54249287,technology,3358/2147/941,1.8152936
3025,J. Christopher Flowers,1022320668,-0.94834137,0.27788806,0.051410876,investment/finance,406/1142/1420/49/2553,1.5244248
3026,Nicholas Woodman,1022320668,-0.6318059,0.58102137,-0.029859573,GoPro,401/1546/73,1.4912239
3027,William Heinecke,1022320668,1.6525699,0.18506816,-0.7292695,Hotels,1411/2982,0.506061
3028,Kim Hyoung-nyon,1022320668,-0.0055038324,0.6951863,0.59610516,Fintech,228/3348/2143/150/3347/1770,1.8876406
3029,Tony Townley,1022320668,-0.2751916,0.8332293,0.62372124,food/beverages,636/1609/635/122/3386,0.431557
3030,Pat Neal,1022320668,-0.57952416,0.45338717,0.34065545,Homebuilding,1963/2236/1653/639/1874/1870,0.89451563
3031,Oleg Misevra,1022320668,0.23750937,0.6565088,0.52599245,mining/materials,113/175/1431,0.8420775
3032,Shin Chang-jae,1022320668,0.9773239,0.7590222,-0.6280558,Insurance,390/579/988/2618,2.050591
3033,Gary Tharaldson,1022320668,-1.4564183,1.0206617,-0.22126848,Hotels,3298/1411/2982/2849/3027,0.506061
3034,Farhad Ebrahimi,1022320668,-0.68671787,0.47046804,-0.21703026,Solar panels,108/2617/1553/37/2621,1.2143617
3035,Marina Caprotti,1022320668,0.1874719,1.0907065,1.3005737,retail,293/2003/3036/159/1380,0.59320146
3036,Giuliana Caprotti,1022320668,0.5590062,0.96769243,1.367126,retail,293/2003/159/1380/3035,0.59320146
3037,Shen Jinhua,1022320668,1.7238419,0.55551255,-0.6017615,e-commerce/retail,65/86/234/685/699/443,0.59320146
3038,Peter Kamprad,1022320668,0.8134523,0.38442975,-0.30775592,furniture/retail,3040/3039,0.59320146
3039,Mathias Kamprad,1022320668,-0.8390151,0.52628666,-0.14459069,furniture/retail,3040/3038,0.59320146
3040,Jonas Kamprad,1022320668,-0.8328465,0.43062922,0.4815097,furniture/retail,3039/3038,0.59320146
3041,He Yamin & family,1022320668,1.5052537,1.6817915,-0.1796745,Manufacturing,312/1890/920/533/1848/302,0.6835843
3042,Emre Tezmen,1022320668,1.3240197,0.74912596,0.15808746,finance,498/414,1.5244248
3043,Gao Yi & family,1022320668,0.63360935,0.540428,-0.10422066,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
3044,Daniel Dines,1022320668,-1.8382441,0.87390244,-0.07639247,software/cloud,470/2847/1015/509/2851,1.5939332
3045,Maxim Tebar,1022320668,-0.103385,0.43219182,0.48090327,ai/software,3206/1356,1.2647958
3046,Madeleine Olsson Eriksson,1022320668,0.14307347,1.0489058,1.288347,diversified,1094/36/20/1593,1.7261925
3047,J.K. Rowling,1022320668,0.7231301,0.5137381,-0.7252848,Books,,1.220076
3048,Fredrik Österberg,1022320668,0.40914035,0.9218015,0.2985324,gambling/entertainment,800/3165/1154/801,1.8096282
3049,Lin Zhixiong & family,1022320668,0.9099828,0.6945237,-0.13172156,healthcare/pharmaceuticals,341/329/3156/860/576,1.4115231
3050,Neerja Sethi,1022320668,0.4274831,0.1832202,-0.40286988,IT consulting,2445/2574/279/408,1.9821371
3051,Alexander Mamut & family,1022320668,0.46267405,0.8456424,-0.08878522,investment/finance,3021/406/1142/1420/49/2553,1.5244248
3052,Sheila Johnson,1022320668,1.1137023,0.18718803,0.6089825,media/entertainment,4/2203/3396/198,1.8096282
3053,John Lim,1022320668,1.4366484,-0.051713932,-0.050114363,real estate,2477/1111/1648,1.6829958
3054,Lim Wee Chai,1022320668,1.0021831,0.056759357,-0.05631444,Rubber gloves,1648,0.509897
3055,Sarah Humphreys Atkins & family,1022320668,-1.3023088,0.6584248,0.16310753,Residential roofing,3056,0.5753751
3056,David Humphreys & family,1022320668,-1.2641504,0.70437753,0.0043139085,Residential roofing,3055,0.5753751
3057,Kate MacMillan Reed,1022320668,-1.5002923,1.1799574,0.7701714,Cargill,3061/671/751/344,0.439058
3058,Sandra MacMillan,1022320668,-1.8651528,0.5043494,0.6426927,Cargill,3061/671/751/344,0.439058
3059,Andrew MacMillan,1022320668,-1.7769288,0.87848544,0.074600324,Cargill,3061/671/751/344,0.439058
3060,David MacMillan,1022320668,-1.5386689,1.4007175,-0.022596508,Cargill,3061/671/751/344,0.439058
3061,Christopher MacMillan,1022320668,-1.7739062,0.6996982,0.6246289,Cargill,3059/3065/3062/3060/3064/3063/3057/3058,0.439058
3062,Daniel MacMillan,1022320668,-1.6898221,1.0388517,0.119219884,Cargill,3061/671/751/344,0.439058
3063,John H. MacMillan IV IV,1022320668,-1.386786,1.3768051,-0.4474925,Cargill,3061/671/751/344,0.439058
3064,Donald MacMillan,1022320668,0.38856608,1.1500628,1.6212,Cargill,3061/671/751/344,0.439058
3065,Anne Pedrero,1022320668,-0.31742904,1.460873,1.3367138,Cargill,3061/671/751/344,0.439058
3066,Danilo Iervolino,1022320668,1.0463414,1.4279629,1.3821824,Online universities,,0.96793675
3067,Subbamma Jasti,1022320668,0.7650278,0.2536456,0.074539006,healthcare/pharmaceuticals,1128/94/337/455/139,1.4115231
3068,Manny Stul,1022320668,0.60126764,-1.8956734,-1.2688427,Toys,230,1.1704957
3069,Zhang Xin,1022320668,1.0393403,1.0793691,0.003017664,real estate,114/1111/3160/186,1.6829958
3070,Jean-Marc Chapus,1022320668,-1.1901748,0.80026317,0.31014302,finance,498/414/2250,1.5244248
3071,Colette Kress,1022320668,0.7209083,0.5993917,0.5594473,semiconductors/ai/hardware,3338/3276/6/3186/260/236,0.7535922
3072,Bastian Nominacher,1022320668,-0.1014438,0.7994549,0.65895057,software/cloud,3252/3101,1.5939332
3073,James Truchard,1022320668,-0.8425709,0.9220034,0.29224485,software/cloud,470/2847/1015/509/2851,1.5939332
3074,Christian Angermayer,1022320668,-0.7896937,0.58219266,-0.005657904,investment/finance,3021/406/1142/1420/49/2553,1.5244248
3075,Hua Shen,1022320668,0.8827319,0.47305727,-0.95670134,semiconductors/hardware,656/50/6/454/1577/316/1042,1.2610606
3076,Axel Oberwelland & family,1022320668,0.37245792,1.1610788,0.87811285,Candy,1309/1144/2334/1597,0.37512416
3077,Saket Burman,1022320668,1.8153586,0.7449299,0.7586879,Consumer goods,3179/2398/1875,1.9271252
3078,Ken Kendrick,1022320668,-0.6883164,0.56633043,-0.05163546,finance/logistics/shipping/sports/entertainment,,1.5629902
3079,Donald Mackenzie,1022320668,-2.016804,0.85885894,-0.09592122,investment/finance,1655/1830/336/335/2487,1.5244248
3080,Edouard Carmignac,1022320668,0.19230893,0.55542946,0.61678827,Asset management,2075/1188/2109/3292/2573,1.5066817
3081,Michael Gans & family,1022320668,-0.031633303,1.1358455,0.7229589,ai/software,2060,1.2647958
3082,Alakh Pandey,1022320668,0.2991165,0.82363325,0.7007622,Edtech,3083,0.84206337
3083,Prateek Boob,1022320668,0.7663569,0.15656507,0.9092052,Edtech,420/3082,0.84206337
3084,Yang Ying & family,1022320668,0.51321024,0.63029087,-0.44721225,healthcare/pharmaceuticals,1128/94/455/139,1.4115231
3085,Neil Kadisha,1022320668,0.46228105,0.6297722,0.8223356,Qualcomm,,0.4491858
3086,Per Franzén,1022320668,0.5814409,1.9192641,0.5564416,investment/finance,3247/2075/3378/414/2573,1.5244248
3087,Azman Hashim,1022320668,0.8988845,0.0011416674,0.088243395,finance,1274,1.5244248
3088,Peter Salanki,1022320668,-0.80261385,0.9813788,0.29302838,Data centers,1026/1972/370/675/1024/573,1.5804305
3089,Zhang Feng & family,1022320668,1.6659274,0.76426643,-1.1403382,automotive,,0.6697777
3090,Cheng Lili,1022320668,0.6005894,0.17346191,-0.10548727,Poultry breeding,,1.8800128
